date,pb_source,putWall,callWall,current,emLower,emUpper,r1,r2,s1,s2,scenario,scen_name,trigger_text,bias_text,trig_kind,trig_level,structure,target1,target2,trig_lo,trig_hi,short_hint
2026-06-10,ai,7355.0,7525.0,7387.0,,,7450.0,7494.0,7378.0,7351.0,alternative,CPI Relief Breakout Rally,Holding > 7450 (R1) post-CPI confirmation,"WAIT for CPI print at 08:30 ET before entry. On a bullish CPI surprise with ES reclaiming 7450, deploy a bull call debit spread (e.g., 7450/7486 strikes) targeting the 7486 expected move upside. Negative gamma accelerates dealer buying, amplifying the squeeze toward 7494 R2.",above,7450.0,bull_call_debit,7486.0,,,,
2026-06-10,ai,7355.0,7525.0,7387.0,,,7450.0,7494.0,7378.0,7351.0,neutral,Rangebound CPI Chop,ES holds between 7355 (Put Wall) and 7525 (Call Wall) post-CPI with no clean directional resolution,"WAIT for CPI print at 08:30 ET before entry. If price oscillates without conviction, sell an iron condor with short strikes at 7355 put side and 7525 call side, with defined-risk wings outside those walls. Collect premium in the contained range; exit if either wall is breached decisively.",between,,iron_condor,,,7355.0,7525.0,7355.0
2026-06-11,ai,7220.0,7350.0,7267.0,,,7501.0,7615.0,7255.0,7124.0,primary,Bearish Breakdown Continuation,Break < 7255 (S1 — Vol Expansion toward 7220 Put Wall),"Negative gamma amplifies downside momentum. Buy a bear put debit spread targeting 7220 (Put Wall), structured as a vertical with strikes bracketing 7255 to 7220.",below,7255.0,bear_put_debit,7220.0,,,,
2026-06-11,ai,7220.0,7350.0,7267.0,,,7501.0,7615.0,7255.0,7124.0,alternative,Snapback Rally,Holding > 7267 and reclaim of 7350 (Call Wall),"If price stabilizes above current futures level and pushes through 7350, negative gamma forces dealer short-covering upside. Use a bull call debit spread with long strike near 7267 and short strike at 7350.",above,7267.0,bull_call_debit,,,,,7350.0
2026-06-11,ai,7220.0,7350.0,7267.0,,,7501.0,7615.0,7255.0,7124.0,neutral,Rangebound Chop,Held between 7220 (Put Wall) and 7350 (Call Wall),"Price oscillates within the wall range with no directional resolution. Sell an iron condor with short strikes at 7220 and 7350, wings at 7172 and 7362 (expected move targets) to collect premium in a contained environment.",between,,iron_condor,,,7220.0,7350.0,7220.0
2026-06-12,ai,7350.0,7450.0,7394.0,,,7354.0,7440.0,7223.0,7179.0,primary,Bullish Gap Continuation,Holding > 7350.0 after Michigan Sentiment (10:00 ET) confirms,"WAIT for Michigan Consumer Sentiment at 10:00 ET before entry. On bullish hold above 7350.0 Put Wall, deploy a bull call debit spread targeting 7440.0 (R2); negative gamma amplifies the upside gap momentum toward the 7450.0 Call Wall and 7482.0 upside expected move target.",above,7350.0,bull_call_debit,7440.0,,,,
2026-06-12,ai,7350.0,7450.0,7394.0,,,7354.0,7440.0,7223.0,7179.0,alternative,Gap Fill Breakdown,Break < 7350.0 (Vol Expansion) post-10:00 ET catalyst,"WAIT for Michigan Sentiment resolution. If ES breaks below 7350.0 Put Wall on a disappointing print, negative gamma accelerates the move lower — use a bear put debit spread with downside target at 7223.0 (S1) and stop-reference back above 7354.0 (R1).",below,7350.0,bear_put_debit,7223.0,7354.0,,,
2026-06-12,ai,7350.0,7450.0,7394.0,,,7354.0,7440.0,7223.0,7179.0,neutral,Rangebound Chop,Contained between 7350.0 and 7450.0 post-10:00 ET,"WAIT for Michigan Sentiment before positioning. If ES oscillates between the 7350.0 Put Wall and 7450.0 Call Wall with no decisive break, sell an iron condor with short strikes inside that range (e.g., short 7360 put / short 7440 call) to harvest Friday premium decay in the confined zone.",between,,iron_condor,,,7350.0,7450.0,
2026-06-15,ai,7400.0,7600.0,7431.0,7354.0,7509.0,7477.0,7523.0,7322.0,7212.0,primary,Breakout Rally Continuation,Holding > 7400 (Put Wall support confirms upside bias toward 7477),"Negative gamma amplifies the large overnight gap UP — dealers must chase higher. Favor bull call debit spreads targeting R1 at 7477, with upper stretch to R2 at 7523. Keep risk defined; do not overpay premium in elevated vol.",above,7400.0,bull_call_debit,7477.0,,,,
2026-06-15,ai,7400.0,7600.0,7431.0,7354.0,7509.0,7477.0,7523.0,7322.0,7212.0,alternative,Gap Fill Breakdown,Break < 7400 (Put Wall breach triggers vol expansion toward 7354 lower EM bound),A close below 7400 flips dealer hedging to accelerate selling pressure. Deploy bear put debit spreads or put credit spreads faded from the 7322 S1 level. Negative gamma amplifies — size conservatively and use S1 at 7322 as the downside anchor.,below,7400.0,bear_put_debit,,,,,
2026-06-15,ai,7400.0,7600.0,7431.0,7354.0,7509.0,7477.0,7523.0,7322.0,7212.0,neutral,Rangebound Chop,Contained between 7400 (Put Wall) and 7509 (upper EM bound) with no conviction break,"If ES oscillates within the 7400 to 7509 zone without a directional catalyst, deploy an iron condor selling the 7400 put side and the 7523 call side (R2) to collect premium. VIX at 16.64 offers modest but workable credit; manage at 50% max profit.",between,,iron_condor,,,7400.0,7509.0,
2026-06-16,ai,7600.0,7650.0,7554.0,7477.0,7631.0,7553.0,7551.0,7459.0,7365.0,primary,Mean Reversion Rally,Holding > 7551.0 (R2 confluence) with reclaim of 7600.0 Put Wall,"Positive gamma dampens moves and favors reversion toward the 7600–7650 wall range. Deploy a bull call debit spread targeting the 7600–7650 zone, or sell a put credit spread with short strike at or below 7459.0 (S1).",above,7551.0,bull_call_debit,7600.0,,,,
2026-06-16,ai,7600.0,7650.0,7554.0,7477.0,7631.0,7553.0,7551.0,7459.0,7365.0,alternative,Breakdown Continuation,Break < 7459.0 (S1) sustained on follow-through selling,"If S1 at 7459.0 fails, expect a test toward 7477.0 lower expected move bound and potentially 7365.0 (S2). Use a bear put debit spread with long strike near 7459.0 and short strike near 7365.0 for defined-risk downside exposure.",below,7459.0,bear_put_debit,7477.0,,,,7365.0
2026-06-16,ai,7600.0,7650.0,7554.0,7477.0,7631.0,7553.0,7551.0,7459.0,7365.0,neutral,Rangebound Chop,Oscillating between 7553.0 (R1) and 7600.0 (Put Wall) without directional resolution,"Positive gamma suppresses volatility within the 7553–7600 corridor. Sell an iron condor with short strikes at 7459.0 (S1) and 7650.0 (Call Wall), collecting premium while the range compresses. Avoid adding directional risk until a clean wall breach occurs.",between,,iron_condor,,,7553.0,7600.0,7459.0
2026-06-17,ai,7560.0,7590.0,7511.0,7433.0,7589.0,7554.0,7597.0,7493.0,7474.0,primary,Post-FOMC Mean Reversion,Reclaim > 7560 (Put Wall) after 14:00 ET FOMC resolution,"WAIT for Fed decision and press conference before entry. On confirmed hold above 7560, deploy a bull call debit spread targeting 7590 (Call Wall); positive gamma dampens downside, favoring mean-reversion back into the 7560–7590 range.",above,7560.0,bull_call_debit,7590.0,,,,
2026-06-17,ai,7560.0,7590.0,7511.0,7433.0,7589.0,7554.0,7597.0,7493.0,7474.0,alternative,Breakdown Continuation Lower,Break < 7493 (S1) post-14:30 ET press conference,"WAIT for catalyst resolution before entry. On sustained trade below 7493, use a bear put debit spread with short strike near 7474 (S2); keep width tight given positive gamma environment limits runaway moves.",below,7493.0,bear_put_debit,,,,,7474.0
2026-06-17,ai,7560.0,7590.0,7511.0,7433.0,7589.0,7554.0,7597.0,7493.0,7474.0,neutral,Rangebound FOMC Chop,Contained between 7560 (Put Wall) and 7590 (Call Wall) through close,"WAIT until after 14:30 ET press conference confirms no directional catalyst. Sell an iron condor with short strikes at 7554 (R1) and 7493 (S1), long wings at 7474 (S2) and 7597 (R2); positive gamma supports premium decay within this compressed range.",between,,iron_condor,,,7560.0,7590.0,7554.0
2026-06-18,ai,7500.0,7600.0,7420.0,7341.0,7500.0,7487.0,7554.0,7431.0,7442.0,primary,Mean-Reversion Rally,Holding > 7431.0 (S1 support confirms bid),"Positive gamma dampens downside; price below Put Wall (7500) creates upside magnetism toward 7487–7500. Deploy a bull call debit spread targeting the 7487–7500 zone, or sell a put credit spread with short strike at or below 7431.",above,7431.0,bull_call_debit,7487.0,,,,
2026-06-18,ai,7500.0,7600.0,7420.0,7341.0,7500.0,7487.0,7554.0,7431.0,7442.0,alternative,Breakdown Continuation,Break < 7431.0 with acceptance below S1 (Vol Expansion toward 7341.0),Failure at S1 opens path to the lower expected move bound at 7341. Use a bear put debit spread with long strike near 7431 and short strike near 7341 to define risk on downside continuation.,below,7431.0,bear_put_debit,,,,,7341.0
2026-06-18,ai,7500.0,7600.0,7420.0,7341.0,7500.0,7487.0,7554.0,7431.0,7442.0,neutral,Rangebound Chop,Oscillating between 7431.0 and 7500.0 with no clean directional break,"Price contained within S1 (7431) to Put Wall (7500) range in a positive gamma grind. Sell an iron condor with short strikes at 7431 and 7500, wide enough wings to collect premium while capping risk on either side.",between,,iron_condor,,,7431.0,7500.0,7431.0
2026-06-22,ai,7500.0,7550.0,7501.0,7418.0,7583.0,7554.0,7608.0,7425.0,7349.0,primary,Bullish Gap Continuation,Holding > 7500 (Put Wall) with push toward 7550 (Call Wall),"Negative gamma amplifies the upside gap momentum. Favor a bull call debit spread targeting the 7550 Call Wall, with defined risk below 7500. Enter early session on confirmation that 7500 holds as support.",above,7500.0,bull_call_debit,7550.0,,,,
2026-06-22,ai,7500.0,7550.0,7501.0,7418.0,7583.0,7554.0,7608.0,7425.0,7349.0,alternative,Gap Fill Breakdown,Break < 7500 (Put Wall) — Vol Expansion,"A breach of the 7500 Put Wall in negative gamma triggers dealer selling that accelerates downside toward S1 at 7425. Use a bear put debit spread or put vertical targeting 7425, with stop trigger on reclaim of 7500.",below,7500.0,bear_put_debit,7425.0,,,,
2026-06-22,ai,7500.0,7550.0,7501.0,7418.0,7583.0,7554.0,7608.0,7425.0,7349.0,neutral,Rangebound Chop,Contained between 7500 (Put Wall) and 7550 (Call Wall),"If price oscillates without directional conviction between the two walls, deploy an iron condor with short strikes at 7500 and 7550, collecting premium while the range compresses. Manage aggressively on any decisive close outside the 7500–7550 band.",between,,iron_condor,,,7500.0,7550.0,7500.0
2026-06-23,ai,7450.0,7500.0,7473.0,7380.0,7565.0,7500.0,7527.0,7457.0,7441.0,primary,Call Wall Breakout,Holding > 7500 (Call Wall / R1 confluence),"In negative gamma, a sustained break above 7500 forces dealers to chase upside aggressively. Structure a bull call debit spread targeting R2 at 7527, keeping long strikes near 7500 and short strikes at or above 7527.",above,7500.0,bull_call_debit,7527.0,7527.0,,,
2026-06-23,ai,7450.0,7500.0,7473.0,7380.0,7565.0,7500.0,7527.0,7457.0,7441.0,alternative,Put Wall Breakdown,Break < 7450 (Put Wall),A confirmed break below the Put Wall at 7450 in negative gamma amplifies selling pressure toward S2 at 7441 and potentially the lower expected move bound at 7380. Use a bear put debit spread with long strikes near 7450 and short strikes at 7380 to define risk.,below,7450.0,bear_put_debit,7441.0,,,,7380.0
2026-06-23,ai,7450.0,7500.0,7473.0,7380.0,7565.0,7500.0,7527.0,7457.0,7441.0,neutral,Rangebound Chop,Holding between 7450 and 7500,"With ES pinned between the Put Wall (7450) and Call Wall (7500) in a 50-point range, favor an iron condor selling the 7450 put side and 7500 call side with wings at S2 (7441) and R2 (7527) to collect premium while the range holds.",between,,iron_condor,,,7450.0,7500.0,
2026-06-24,ai,7350.0,7500.0,7365.0,7276.0,7455.0,7444.0,7522.0,7374.0,7382.0,primary,Bullish Gap Continuation,Holding > 7350 (Put Wall Support),"With ES gapping up 1.09% in negative gamma and holding above the 7350 Put Wall, dealers are forced to chase upside. Use a bull call debit spread targeting R1 at 7444, with a stop on a close below 7350.",above,7350.0,bull_call_debit,7444.0,,,,
2026-06-24,ai,7350.0,7500.0,7365.0,7276.0,7455.0,7444.0,7522.0,7374.0,7382.0,alternative,Gap Fill Breakdown,"Break < 7350 (Put Wall Breach, Vol Expansion)",A decisive break below the 7350 Put Wall in negative gamma triggers amplified selling toward the 7276 lower expected move bound. Use a bear put debit spread structured between 7350 and 7276 to capture directional expansion.,below,7350.0,bear_put_debit,7276.0,,,,
2026-06-24,ai,7350.0,7500.0,7365.0,7276.0,7455.0,7444.0,7522.0,7374.0,7382.0,neutral,Rangebound Chop,Holding between 7350 and 7500 (Put Wall to Call Wall),"If ES oscillates between the 7350 Put Wall and 7500 Call Wall without directional conviction, deploy an iron condor with short strikes inside R1 at 7444 and S1 at 7374, collecting premium in the defined range while capping risk on both wings.",between,,iron_condor,,,7350.0,7500.0,
2026-06-25,ai,7320.0,7375.0,7358.0,7275.0,7441.0,7411.0,7456.0,7334.0,7303.0,primary,Breakout Rally Continuation,Holding > 7320.0 post-PCE (Vol Expansion toward 7375.0 then 7411.0),"WAIT for Core PCE release at 08:30 ET before entry. If PCE prints in-line or soft and ES holds above 7320.0, buy a bull call debit spread targeting 7411.0 (e.g., 7360/7415 call vertical). Negative gamma amplifies upside momentum through the 7375.0 Call Wall toward R1.",above,7320.0,bull_call_debit,7411.0,,,,
2026-06-25,ai,7320.0,7375.0,7358.0,7275.0,7441.0,7411.0,7456.0,7334.0,7303.0,alternative,Breakdown Expansion,Break < 7320.0 post-PCE (Vol Expansion toward 7303.0 then 7275.0),"WAIT for Core PCE at 08:30 ET. A hot inflation print breaking ES below Put Wall at 7320.0 triggers dealer-forced selling; trade a bear put debit spread (e.g., 7320/7275 put vertical) targeting S2 at 7303.0. Negative gamma accelerates any downside move.",below,7320.0,bear_put_debit,7303.0,,,,
2026-06-25,ai,7320.0,7375.0,7358.0,7275.0,7441.0,7411.0,7456.0,7334.0,7303.0,neutral,Rangebound Chop,Contained between 7320.0 and 7375.0 post-PCE resolution,"WAIT for 08:30 ET PCE catalyst to resolve before fading edges of the range. If ES oscillates between Put Wall 7320.0 and Call Wall 7375.0, deploy an iron condor (e.g., short 7315/7380 strikes, wide wings to 7275/7441) collecting premium while price chops within the gamma compression zone.",between,,iron_condor,,,7320.0,7375.0,
2026-06-26,ai,7325.0,7400.0,7357.0,7264.0,7451.0,7412.0,7466.0,7321.0,7283.0,primary,Upside Breakout Continuation,Holding > 7357 with push toward 7400 (Call Wall test),"Favor bull call debit spreads targeting the 7400 Call Wall. With negative gamma amplifying upside moves and ES gapping up between walls, use a 7375/7412 call vertical to define risk while capturing dealer-forced chasing through R1 at 7412.",above,7357.0,bull_call_debit,7400.0,,,,
2026-06-26,ai,7325.0,7400.0,7357.0,7264.0,7451.0,7412.0,7466.0,7321.0,7283.0,alternative,Breakdown Expansion Lower,"Break < 7325 (Put Wall breach, Vol Expansion)",A clean break below the Put Wall at 7325 triggers negative gamma amplification to the downside. Deploy a bear put debit spread using 7321/7283 strikes (S1 to S2) to define risk and target dealer-driven selling acceleration.,below,7325.0,bear_put_debit,,,,,
2026-06-26,ai,7325.0,7400.0,7357.0,7264.0,7451.0,7412.0,7466.0,7321.0,7283.0,neutral,Rangebound Friday Chop,Contained between 7325 and 7400 (Put Wall to Call Wall),"If ES oscillates within the 7325–7400 corridor, favor an iron condor with short strikes at 7325 put-side and 7400 call-side, wings at S2 (7283) and R1 (7412) for defined risk. Collect premium into Friday expiration decay given VIX at 20.2 providing elevated credit.",between,,iron_condor,,,7325.0,7400.0,7325.0
2026-06-29,ai,7325.0,7400.0,7354.0,7269.0,7439.0,7410.0,7462.0,7314.0,7271.0,primary,Breakout Rally Continuation,Holding > 7325.0 (Put Wall) with push toward 7400.0 (Call Wall),"Negative gamma with a large 1.41% overnight gap up and ES between walls favors bullish continuation — dealers must chase. Deploy a bull call debit spread targeting 7400.0, buying the 7354/7400 call vertical. If 7400.0 breaks, consider a second-leg bull call spread targeting R1 at 7410.0 or R2 at 746",above,7325.0,bull_call_debit,7400.0,,,,
2026-06-29,ai,7325.0,7400.0,7354.0,7269.0,7439.0,7410.0,7462.0,7314.0,7271.0,alternative,Gap Fill Breakdown,Break < 7325.0 (Put Wall) confirming bearish dealer amplification,"A close or sustained trade below the 7325.0 Put Wall flips dealers into aggressive selling, amplifying downside toward S1 at 7314.0 and S2 at 7271.0. Use a bear put debit spread (7325/7271 put vertical) to define risk while capturing the move. Avoid oversizing given elevated VIX at 18.43.",below,7325.0,bear_put_debit,7314.0,,,,
2026-06-29,ai,7325.0,7400.0,7354.0,7269.0,7439.0,7410.0,7462.0,7314.0,7271.0,neutral,Rangebound Chop,ES oscillates between 7325.0 (Put Wall) and 7400.0 (Call Wall) without a decisive break,"With ES pinned between the Put Wall at 7325.0 and Call Wall at 7400.0, fade the extremes using an iron condor with short strikes at 7325.0 and 7400.0 and long strikes at 7271.0 (S2) and 7462.0 (R2) to define maximum risk. Collect premium while volatility decays in the absence of a breakout catalyst.",between,,iron_condor,,,7325.0,7400.0,7325.0
2026-06-30,ai,7400.0,7450.0,7440.0,7358.0,7523.0,7458.0,7475.0,7359.0,7277.0,primary,Rangebound Chop,Holding between 7400 and 7450 (mean-reversion within walls),"WAIT for JOLTs and CB Consumer Confidence (10:00 ET) before entry. Positive gamma dampens moves — favor an iron condor selling the 7400 put wall / 7450 call wall range with defined wings, collecting premium in a compressed environment.",between,,iron_condor,,,7400.0,7450.0,
2026-06-30,ai,7400.0,7450.0,7440.0,7358.0,7523.0,7458.0,7475.0,7359.0,7277.0,alternative,Breakout Rally,"Holding > 7450 (Call Wall reclaim, post-catalyst)","WAIT for 10:00 ET catalyst resolution before entry. If ES sustains above 7450 after data, initiate a bull call debit spread targeting R1 at 7458 and R2 at 7475, using the GEX Flip at 7470 as a secondary confirmation level.",above,7450.0,bull_call_debit,7458.0,7475.0,,,
2026-06-30,ai,7400.0,7450.0,7440.0,7358.0,7523.0,7458.0,7475.0,7359.0,7277.0,neutral,Breakdown Pullback,"Break < 7400 (Put Wall breach, Vol Expansion)",WAIT for JOLTs and Consumer Confidence resolution before entry. A confirmed close below 7400 opens a move toward S1 at 7359 — deploy a bear put debit spread or put vertical targeting 7359 with risk capped above 7450.,below,7400.0,bear_put_debit,7359.0,,,,
2026-07-01,ai,7450.0,7540.0,7499.0,7420.0,7579.0,7513.0,7526.0,7417.0,7335.0,primary,Mean Reversion Chop,Holding between 7450 and 7540 (Positive Gamma Range),"Positive gamma dampens directional moves — fade extensions toward walls. Sell iron condors with short strikes near 7450 put wall and 7540 call wall, or use tight credit spreads at R1 (7513) and S1 (7417) to collect premium in rangebound conditions.",between,,iron_condor,,,7450.0,7540.0,7450.0
2026-07-01,ai,7450.0,7540.0,7499.0,7420.0,7579.0,7513.0,7526.0,7417.0,7335.0,alternative,Breakout Rally Extension,Sustained hold > 7540 (Call Wall breach with volume confirmation),"A clean close above 7540 shifts dealer hedging and opens room toward the 7579 upper expected move bound. Deploy a bull call debit spread targeting 7540 to 7579, keeping defined risk in case of a fade back into range.",above,7540.0,bull_call_debit,7579.0,,,,
2026-07-01,ai,7450.0,7540.0,7499.0,7420.0,7579.0,7513.0,7526.0,7417.0,7335.0,neutral,Rangebound Consolidation,ES futures oscillating between 7450 (Put Wall) and 7540 (Call Wall) through mid-session,"Structure an iron condor with short put at 7450 and short call at 7540, long wings at 7417 (S1) and 7579 (upper EM bound) to maximize premium capture while defining max loss within the expected move band.",between,,iron_condor,,,7450.0,7540.0,
2026-07-02,ai,7450.0,7500.0,7483.0,7404.0,7562.0,7526.0,7552.0,7456.0,7412.0,primary,Bullish Flip Breakout,Holding > 7500 (GEX Flip) post-NFP,"WAIT for NFP at 08:30 ET before entry. If ES holds above 7500 after the print, favor a bull call spread targeting R1 at 7526 or R2 at 7552. Define risk below 7500.",above,7500.0,bull_call_debit,7526.0,,,,
2026-07-02,ai,7450.0,7500.0,7483.0,7404.0,7562.0,7526.0,7552.0,7456.0,7412.0,alternative,Breakdown Below Support,Break < 7450 (Put Wall) post-NFP,"WAIT for NFP at 08:30 ET before entry. If ES breaks below the Put Wall at 7450, initiate a bear put spread targeting S2 at 7412. Keep risk defined above 7456 (S1).",below,7450.0,bear_put_debit,7412.0,,,,
2026-07-02,ai,7450.0,7500.0,7483.0,7404.0,7562.0,7526.0,7552.0,7456.0,7412.0,neutral,Rangebound Chop,Contained between 7450 and 7500 post-NFP,"WAIT for NFP at 08:30 ET before entry. If ES oscillates between Put Wall 7450 and Call Wall 7500 with no decisive break, sell an iron condor with short strikes at 7450 and 7500, wings at 7412 and 7526 to collect premium in the positive gamma dampening environment.",between,,iron_condor,,,7450.0,7500.0,7450.0
2026-07-06,ai,7450.0,7500.0,7483.0,7406.0,7560.0,7520.0,7557.0,7448.0,7413.0,primary,Breakout Rally Continuation,Holding > 7483 with push through 7500 (Call Wall),Negative gamma above 7500 forces dealers to chase higher — favor bull call debit spreads targeting R1 at 7520 and R2 at 7557. Size conservatively given overnight gap already up 1.04%.,above,7483.0,bull_call_debit,7520.0,7557.0,,,
2026-07-06,ai,7450.0,7500.0,7483.0,7406.0,7560.0,7520.0,7557.0,7448.0,7413.0,alternative,Gap Fill Breakdown,Break < 7450 (Put Wall) with momentum continuation,Negative gamma below 7450 accelerates selling — use bear put debit spreads or put vertical spreads targeting S1 at 7448 and S2 at 7413. Do not fade the breakdown; let dealers amplify the move.,below,7450.0,bear_put_debit,7448.0,7413.0,,,
2026-07-06,ai,7450.0,7500.0,7483.0,7406.0,7560.0,7520.0,7557.0,7448.0,7413.0,neutral,Rangebound Chop,Contained between 7450 (Put Wall) and 7500 (Call Wall),"With ES pinned in the 50-point Put/Call wall range, favor an iron condor selling the 7450/7430 put spread and 7500/7520 call spread to collect premium while the market digests the gap. Manage aggressively if either wall is breached.",between,,iron_condor,,,7450.0,7500.0,
2026-07-07,ai,7500.0,7550.0,7537.0,7462.0,7613.0,7576.0,7615.0,7463.0,7389.0,primary,Rangebound Chop,Holding between 7500 and 7550 (Positive Gamma Pin),"Positive gamma with ES pinned 37 pts above Put Wall and 13 pts below Call Wall favors mean-reversion and suppressed realized volatility. Sell an iron condor with short strikes at 7500 Put / 7550 Call, wings at 7463 (S1) and 7576 (R1) to define risk.",between,,iron_condor,,,7500.0,7550.0,7500.0
2026-07-07,ai,7500.0,7550.0,7537.0,7462.0,7613.0,7576.0,7615.0,7463.0,7389.0,alternative,Breakout Continuation,Sustained hold > 7550 (Call Wall breach with volume),"A clean close above the 7550 Call Wall shifts dealers to net long gamma above, potentially unlocking a run toward R1 at 7576 and R2 at 7615. Use a bull call debit spread targeting 7576–7615, keeping risk defined with a lower strike at 7550.",above,7550.0,bull_call_debit,7576.0,,,,
2026-07-07,ai,7500.0,7550.0,7537.0,7462.0,7613.0,7576.0,7615.0,7463.0,7389.0,neutral,Pullback Support Test,Break < 7500 (Put Wall loss triggers vol expansion),Failure to hold the 7500 Put Wall in positive gamma removes the dealer bid and opens a test of S1 at 7463 and potentially S2 at 7389. Structure a bear put debit spread with long put at 7500 and short put at 7463 to limit cost while capturing the downside leg.,below,7500.0,bear_put_debit,,,,,
2026-07-08,ai,7475.0,7525.0,7504.0,7416.0,7592.0,7536.0,7569.0,7486.0,7468.0,primary,Bullish Wall Test,"Holding > 7486 after FOMC Minutes (14:00 ET), targeting 7525","WAIT for FOMC Minutes before entry. If ES holds above S1 (7486) post-catalyst, initiate a bull call spread targeting the Call Wall at 7525. Define risk below 7475 (Put Wall).",above,7486.0,bull_call_debit,7525.0,,,,
2026-07-08,ai,7475.0,7525.0,7504.0,7416.0,7592.0,7536.0,7569.0,7486.0,7468.0,alternative,Breakdown Expansion,"Break < 7475 (Put Wall) post-FOMC, Vol Expansion toward 7468","WAIT for FOMC Minutes. If ES breaks the Put Wall at 7475 in negative gamma, dealers amplify downside — deploy a bear put spread targeting S2 at 7468, with risk capped above 7486 (S1).",below,7475.0,bear_put_debit,7468.0,,,,
2026-07-08,ai,7475.0,7525.0,7504.0,7416.0,7592.0,7536.0,7569.0,7486.0,7468.0,neutral,Rangebound Chop,Oscillating between 7475 and 7525 post-FOMC resolution,"WAIT for FOMC Minutes. If price remains pinned between the Put Wall (7475) and Call Wall (7525), sell an iron condor with short strikes at 7475 put-side and 7525 call-side, wings spread to 7468 and 7536 for defined risk.",between,,iron_condor,,,7475.0,7525.0,7475.0
2026-07-09,ai,7475.0,7500.0,7483.0,7403.0,7562.0,7520.0,7557.0,7462.0,7442.0,primary,Breakout Rally Continuation,Holding > 7475 with push toward 7500 (Call Wall),"In negative gamma, the upside gap through Put Wall amplifies bullish momentum — dealers must chase. Deploy a bull call debit spread targeting 7500-7520 (R1), financed by selling a higher strike call spread near 7557 (R2) as an iron condor upper wing if premium allows.",above,7475.0,bull_call_debit,7500.0,,,,
2026-07-09,ai,7475.0,7500.0,7483.0,7403.0,7562.0,7520.0,7557.0,7462.0,7442.0,alternative,Gap Fill Breakdown,Break < 7475 (Put Wall) — Vol Expansion,"A clean break below 7475 flips dealer hedging to amplify downside in negative gamma. Use a bear put debit spread targeting S1 at 7462 then S2 at 7442, keeping risk defined and width no wider than 30 points.",below,7475.0,bear_put_debit,7462.0,7442.0,,,
2026-07-09,ai,7475.0,7500.0,7483.0,7403.0,7562.0,7520.0,7557.0,7462.0,7442.0,neutral,Consolidation,ES oscillates between 7475 (Put Wall) and 7500 (Call Wall),"If price is pinned in the 25-point Put Wall to Call Wall corridor, sell an iron condor with short strikes at 7475 puts and 7500 calls, wings at 7442 and 7520 respectively, collecting premium while the range holds into the close.",between,,iron_condor,,,7475.0,7500.0,7475.0
2026-07-10,ai,7500.0,7550.0,7544.0,7468.0,7619.0,7547.0,7551.0,7481.0,7418.0,primary,Rangebound Mean Reversion,Holding between 7500 and 7550 (Positive Gamma Compression),"Positive gamma dampens moves — fade extremes within the Put Wall/Call Wall range. Sell iron condors with short strikes near 7500 put side and 7550 call side, or deploy a narrow iron butterfly centered at 7544.",between,,iron_condor,,,7500.0,7550.0,7500.0
2026-07-10,ai,7500.0,7550.0,7544.0,7468.0,7619.0,7547.0,7551.0,7481.0,7418.0,alternative,Breakout Rally Continuation,Sustained hold > 7551 (R2 breakout confirmation),A clean close above 7551 flips dealers to chase upside; initiate a bull call debit spread targeting the 7619 upper expected move bound. Keep width defined and size modest given positive gamma still limits explosive follow-through.,above,7551.0,bull_call_debit,7619.0,,,,
2026-07-10,ai,7500.0,7550.0,7544.0,7468.0,7619.0,7547.0,7551.0,7481.0,7418.0,neutral,Tight Chop Grind,Oscillating between 7500 (Put Wall) and 7550 (Call Wall),"With VIX at 15.95 and positive gamma pinning price, structure a wide iron condor with short strikes at 7500 and 7550 and long wings at 7468 and 7619 to collect premium across the expected move band. Avoid chasing intraday breakouts.",between,,iron_condor,,,7500.0,7550.0,7500.0
2026-07-13,ai,7525.0,7600.0,7575.0,7498.0,7653.0,7588.0,7600.0,7522.0,7470.0,primary,Mean Reversion Chop,Holding between 7525 and 7600 (Positive Gamma Range),"Positive gamma dampens directional moves; fade rips toward 7600 and dips toward 7525. Deploy iron condors with short strikes at 7525 put side and 7600 call side, or sell call credit spreads into 7600 resistance.",between,,iron_condor,7600.0,,7525.0,7600.0,7525.0
2026-07-13,ai,7525.0,7600.0,7575.0,7498.0,7653.0,7588.0,7600.0,7522.0,7470.0,alternative,Breakout Rally,Sustained hold > 7600 (Call Wall / R2 breakout),"A confirmed close above 7600 activates dealer gamma-chase higher toward 7653 expected move upper bound. Shift to debit call spreads targeting 7653, using 7600 as the entry trigger and stop reference.",above,7600.0,bull_call_debit,7653.0,,,,
2026-07-13,ai,7525.0,7600.0,7575.0,7498.0,7653.0,7588.0,7600.0,7522.0,7470.0,neutral,Rangebound Chop,ES oscillates between 7525 (Put Wall) and 7600 (Call Wall),Positive gamma pins price inside the 7525–7600 corridor; structure iron condors with wings beyond 7498 and 7653 expected move bounds for defined-risk premium collection. Avoid aggressive directional exposure.,between,,iron_condor,,,7525.0,7600.0,
